statename,rank,countryid,val2015,val2016,val2017,val2018
Kentucky,21,Sweden,284.18,226.73,457.76,445.27
Kentucky,22,Malaysia,147.16,195.94,222.59,397.96
Kentucky,23,Israel,128.1,154.65,185.3,210.04
Kentucky,24,Brazil,246.57,269.32,279.6,208.41
Kentucky,25,Spain,431.73,219.33,179.01,191.38
Louisiana,0,World,35250.13,32416.79,37691.85,40007.74
Louisiana,0,Top 25,29606.26,26857.09,31415.95,33685.02
Louisiana,1,Venezuela,4612.13,3338.16,4564.06,5357.31
Louisiana,2,Iraq,1049.38,2031.17,2927.55,4174.01
Louisiana,3,Canada,1508.48,1481.36,2201.07,3279.71
Louisiana,4,Russia,2597.09,2396.58,2762.31,3031.36
Louisiana,5,Mexico,1474.87,1098.53,1224.99,2267.81
Louisiana,6,Saudi Arabia,5874.62,4648.93,3506.26,1850.47
Louisiana,7,Brazil,1840.56,1115.63,1265.27,1587.43
Louisiana,8,China,1293.66,1152.58,1370.34,1366.94
Louisiana,9,Algeria,1916.1,1870.81,1831.26,1357.64
Louisiana,10,"Korea, South",664.63,848.58,683.83,912.62
Louisiana,11,Kuwait,1291.6,1070.35,1152.33,807.73
Louisiana,12,United Kingdom,546.44,433.5,779.96,767.82
Louisiana,13,Chile,138.5,456.42,786.72,702.14
Louisiana,14,Morocco,233.9,394.67,544.49,679.83
Louisiana,15,United Arab Emirates,112.26,293.4,410.43,667.24
Louisiana,16,Colombia,1182.82,1198.53,1137.7,653.37
Louisiana,17,Belgium,396.19,297.29,453.9,626.34
Louisiana,18,Germany,684.66,507.05,591.73,614.96
Louisiana,19,Peru,264.87,317.53,439.39,501.56
Louisiana,20,Japan,300.79,439.88,487.63,474.48
Louisiana,21,South Africa,153.96,151.84,434.38,449.24
Louisiana,22,Indonesia,416.63,508.89,618.3,427.54
Louisiana,23,Malaysia,329.89,319.07,332.5,387.51
Louisiana,24,Norway,274.63,158.86,546.25,375.81
Louisiana,25,France,447.58,327.48,363.29,364.16
Massachusetts,0,World,33660.86,33796.55,34505.21,35488.33
Massachusetts,0,Top 25,30465.27,31138.56,31904.46,32830.01
Massachusetts,1,Canada,7720.69,7230.17,6865.82,7331.05
Massachusetts,2,China,4404.63,4348.69,4584.21,5231.59
Massachusetts,3,Mexico,3940.32,3532.71,3725.92,3402.36
Massachusetts,4,Ireland,1765.62,2042.24,2387.76,2198.55
Massachusetts,5,Germany,1827.08,1818.5,1981.83,2140.09
Massachusetts,6,Japan,1233.37,2352.31,1768.78,2099.73
Massachusetts,7,United Kingdom,1513.85,1381.94,1576.71,1696.29
Massachusetts,8,Italy,696.79,1033.26,1905.34,1380.99
Massachusetts,9,Switzerland,851.99,934.31,1123.49,1044.25
Massachusetts,10,France,861.04,885.98,755.12,756.7
Massachusetts,11,Vietnam,390.13,478.9,560.44,645.75
Massachusetts,12,Taiwan,660.54,630.24,556.17,584.32
Massachusetts,13,"Korea, South",378.4,509.64,452.53,560.69
Massachusetts,14,Malaysia,510.95,504.07,481.48,461.79
Massachusetts,15,Indonesia,343.59,322.43,406.7,420.58
Massachusetts,16,Thailand,366.25,322.86,327.82,403.21
Massachusetts,17,Israel,429.8,415.32,374.13,400.85
Massachusetts,18,Netherlands,782.44,479.28,304.39,365.57
Massachusetts,19,India,297.8,309.6,309.7,344.61
Massachusetts,20,Singapore,380.9,313.26,204.27,265.97
Massachusetts,21,Sweden,197.7,424.24,554.83,256.1
Massachusetts,22,Norway,197.9,147.81,200.83,229.16
Massachusetts,23,Philippines,382.91,360.85,145.53,216.45
Massachusetts,24,Costa Rica,184.02,216.53,200.58,203.05
Massachusetts,25,Spain,146.55,143.43,150.06,190.29
Maryland,0,World,31517.98,30675.42,32302.74,35173.37
Maryland,0,Top 25,27226.35,26556.24,28045.79,30624.6
Maryland,1,United Kingdom,2962.46,3506.84,3881.88,4387.63
Maryland,2,Germany,5352.3,4379.38,4073.77,4173.1
Maryland,3,China,3397.32,3096.69,3475.62,3583.03
Maryland,4,Japan,2182.59,3475.71,3099.58,3329.59
Maryland,5,Canada,1995.65,1859.97,2004.42,2111.51
Maryland,6,Mexico,2826.7,2161.36,2176.58,1997.73
Maryland,7,Finland,482.37,435.59,844.91,1195.69
Maryland,8,Brazil,916.78,709.57,732.58,950.61
Maryland,9,Thailand,1004.87,948.6,749.8,811.62
Maryland,10,Sweden,832.7,860.69,894.85,802.63
Maryland,11,India,536.95,430.38,615.09,736.78
Maryland,12,Russia,569.72,453.14,777.99,718.2
Maryland,13,Indonesia,450.91,451.49,652.77,635.35
Maryland,14,Italy,702.62,569.54,551.23,599.4
Maryland,15,South Africa,532.28,595.93,466.09,551.22
Maryland,16,Austria,325.73,271.8,267.88,515.58
Maryland,17,"Korea, South",240.14,398.28,523.64,502.81
Maryland,18,Chile,282.37,292.63,339.84,470.27
Maryland,19,France,485.31,461.54,449.15,468.18
Maryland,20,Australia,127.64,95.28,210.76,448.02
Maryland,21,Netherlands,240.49,305.76,360.6,425.99
Maryland,22,Vietnam,314.91,372.8,345.13,340.19
Maryland,23,Ireland,51.37,50.66,37.85,293.68
Maryland,24,Norway,223.61,171.12,229.42,292.17
Maryland,25,Spain,188.57,201.5,284.36,283.62
Maine,0,World,3686.6,3353.73,3299.32,3835.2
Maine,0,Top 25,3312.84,2958.75,3021.81,3519.41
Maine,1,Canada,1950.08,1707.7,1762.68,1892.63
Maine,2,China,466.85,369.68,349.92,350.39
Maine,3,Netherlands,70.48,38.34,16.28,236.38
Maine,4,Germany,90.78,106.73,143.45,170.69
Maine,5,Japan,61.36,63.93,103.01,88.9
Maine,6,United Kingdom,109.35,140.84,59.51,78.43
Maine,7,Vietnam,85.9,78.85,85.26,65.21
Maine,8,Mexico,74.01,70,67.94,64.93
Maine,9,Finland,14.63,16.85,23.32,63.05
Maine,10,Thailand,36.12,31.03,24.74,46.35
Maine,11,Italy,60.54,72.11,43.28,45.21
Maine,12,Bangladesh,46.05,38.75,36.11,42.6
Maine,13,Singapore,1.38,6.68,35.44,36.87
Maine,14,Norway,18.88,16.92,13.37,36.24
Maine,15,Brazil,21.74,28.95,34.41,33.61
Maine,16,Indonesia,14.24,15.34,28.15,33.54
Maine,17,Turkey,17.76,18.08,29.15,32.88
Maine,18,France,19.19,22.97,27.72,29.62
Maine,19,India,19.47,19.58,25.65,28.43
Maine,20,Colombia,0.57,0.35,0.4,27.18
Maine,21,Malaysia,29.95,23.65,25.16,26
Maine,22,Taiwan,25.34,22.24,24.63,25.55
Maine,23,Belgium,38.31,10.32,17.92,23.74
Maine,24,Austria,20.05,21.71,23.86,21.59
Maine,25,"Korea, South",19.81,17.15,20.47,19.38
Michigan,0,World,124225.34,134949.33,140222.75,146826.97
Michigan,0,Top 25,121196.92,131958.57,137310.72,144020.86
Michigan,1,Mexico,43951.6,49038.08,52975.55,56270.59
Michigan,2,Canada,45750.36,48267.64,47400,47485.25
Michigan,3,China,9180.64,9877.81,9575.66,10370.62
Michigan,4,"Korea, South",2587.15,5037.25,5278.51,6252.86
Michigan,5,Germany,4428.6,4262.79,5078.62,5710.45
Michigan,6,Italy,3440.93,3212.22,3810.46,3977.26
Michigan,7,Japan,2908.21,3170.6,3326.25,3176.28
Michigan,8,India,935.54,1010.8,936.6,1990.87
Michigan,9,Spain,1150.72,903.24,1353.38,992.86
Michigan,10,Taiwan,862.51,866.62,986.96,977.3
Michigan,11,United Kingdom,717.83,660.14,856.44,750.95
Michigan,12,France,509.87,558.37,612.11,722.9
Michigan,13,Vietnam,350.6,529.49,524.07,676.64
Michigan,14,Thailand,742.6,852.47,684.61,619.58
Michigan,15,South Africa,114.05,254.73,395.05,460.67
Michigan,16,Turkey,497.01,466.06,442.78,457.11
Michigan,17,Hungary,216.01,261.89,337.1,450.93
Michigan,18,Austria,368.35,363.23,368.76,404.09
Michigan,19,Sweden,393.39,386.95,453.88,399.28
Michigan,20,Brazil,492.39,414.2,491.98,382.38
Michigan,21,Malaysia,558.73,353.35,393.08,372.54
Michigan,22,Poland,216.58,416.42,319.17,331.99
Michigan,23,Switzerland,215.5,200.25,259.3,280.9
Michigan,24,Netherlands,230.49,230.15,218.12,257.84
Michigan,25,Israel,377.26,363.82,232.29,248.71
Minnesota,0,World,28588.02,27020.74,29679.57,32807.49
Minnesota,0,Top 25,27133.11,26028.52,28667.87,31541.06
Minnesota,1,China,9997.47,10285.11,11154.27,12424.62
Minnesota,2,Canada,8647.05,7490.32,9524.81,9570.24
Minnesota,3,Mexico,2003.87,2028.99,1988.24,2280.43
Minnesota,4,Germany,948.57,1022.52,946.21,1055.17
Minnesota,5,Ireland,816.12,911.54,669.35,1026.51
Minnesota,6,Taiwan,693.05,634.99,660.62,779.83
Minnesota,7,Italy,391.95,373.67,413.28,499.34
Minnesota,8,Japan,398.31,408.95,441.4,427.93
Minnesota,9,United Kingdom,372.07,372.98,354.87,401.08
Minnesota,10,Costa Rica,155.03,229.02,299.18,389.89
Minnesota,11,France,316.15,293.96,250.36,383.35
Minnesota,12,Malaysia,244.82,326.06,289.58,344.02
Minnesota,13,India,215.87,218.65,238.94,273.29
Minnesota,14,Thailand,153.68,153.39,190.21,225.41
Minnesota,15,"Korea, South",183.07,194.7,175.36,204.25
Minnesota,16,Vietnam,144.42,130.45,145.28,163.3
Minnesota,17,Turkey,102.61,84.31,92.09,156.63
Minnesota,18,Switzerland,171.1,238.6,135.76,154.03
Minnesota,19,Singapore,83.81,105.77,127.71,137.37
Minnesota,20,Netherlands,95.69,120.26,120.4,115.53
Minnesota,21,Israel,110.13,78.6,75.1,114.76
Minnesota,22,Philippines,67.21,68.48,74.13,110.46
Minnesota,23,Sweden,100.26,78.32,82.07,103.45
Minnesota,24,Indonesia,86.11,81.28,98.28,102.51
Minnesota,25,Brazil,634.72,97.6,120.36,97.65
Missouri,0,World,18517.84,17195.55,18822.79,20651.95
Missouri,0,Top 25,17342.63,16073.52,17676.97,19425.06
Missouri,1,China,4822,4350.34,4723.4,4899.86
Missouri,2,Canada,3402.94,2956.14,3243.12,4232.97
Missouri,3,Mexico,3215.68,2683.04,3151.5,3558.46
Missouri,4,Germany,1266.67,1352.7,1552.06,1445.61
Missouri,5,United Arab Emirates,602.54,849.52,996.05,818.3
Missouri,6,Taiwan,390.24,394.18,384.65,442.09
Missouri,7,Japan,287.4,370.41,361.1,418.87
Missouri,8,India,395.23,345.55,352.01,407.27
Missouri,9,Belgium,443.14,386.93,376.71,338.01
Missouri,10,Italy,257.78,277.16,302.31,336.15
Missouri,11,France,278.71,257.8,359.28,317.72
Missouri,12,United Kingdom,338.89,315.79,235.07,285.08
Missouri,13,Turkey,119.41,144.97,120.1,252.2
Missouri,14,Netherlands,160.71,182.46,212.33,237.23
Missouri,15,"Korea, South",228.07,186.88,226.76,234.82
Missouri,16,Philippines,182.96,175.54,193.03,199.85
Missouri,17,Thailand,100.13,91.28,133.25,137.49
Missouri,18,Switzerland,157.92,157.22,146.01,129.93
Missouri,19,Finland,137.76,83.3,122.73,126.01
Missouri,20,Israel,162.03,113.86,100.47,123.09
Missouri,21,Vietnam,124.71,97.98,104.61,123.07
Missouri,22,Brazil,114.18,108.93,88.6,100.57
Missouri,23,Spain,78.48,93.14,96.47,91.9
Missouri,24,Dominican Republic,27.3,46.6,29.86,89.95
Missouri,25,Singapore,47.74,51.81,65.49,78.56
Mississippi,0,World,14078.39,13945.32,14989.36,16676.88
Mississippi,0,Top 25,12263.4,12383.07,13191.49,14956.24
Mississippi,1,China,3913.51,4255.71,3884.63,4157.38
Mississippi,2,Mexico,1411.8,1547.14,1607.7,1573.48
Mississippi,3,Venezuela,1220.34,1132.36,1392.46,1352.27
Mississippi,4,Canada,1075.5,908.71,900.24,953.54
Mississippi,5,Japan,834.25,888.47,810.99,866.3
Mississippi,6,Germany,665.18,645.56,740.47,748.61
Mississippi,7,Belgium,154.09,77.88,69.25,637.53
Mississippi,8,Vietnam,292.21,299.32,366.13,447.69
Mississippi,9,Taiwan,238.38,251.05,324.43,357.49
Mississippi,10,Brazil,310.46,295.51,481.46,335.89
Mississippi,11,Ireland,13.87,60.37,162.27,319.52
Mississippi,12,Malaysia,253.06,273.86,337.88,317.4
Mississippi,13,France,147.15,169.68,184.95,289.65
Mississippi,14,Russia,199.01,131.65,138.34,282.26
Mississippi,15,United Kingdom,359.16,286.31,314.19,282.12
Mississippi,16,Italy,187.53,199.55,245.76,273.72
Mississippi,17,Ukraine,47.19,73.72,147.14,253.92
Mississippi,18,Nigeria,168.22,22.11,55.25,245.51
Mississippi,19,Bangladesh,185.86,196.11,181.87,225.96
Mississippi,20,Singapore,9.72,80.36,83.69,214.65
Mississippi,21,"Korea, South",138.97,158.64,191.05,188.43
Mississippi,22,Cote d'Ivoire,0.03,0.06,52.01,171.16
Mississippi,23,Thailand,82.9,99.35,162.77,164.98
Mississippi,24,Honduras,141.55,153.48,157.35,154.76
Mississippi,25,India,213.46,176.11,199.2,142.01
Montana,0,World,4062.68,3489.04,4288,4699.27
Montana,0,Top 25,4039.85,3465.11,4262.37,4675.73
Montana,1,Canada,3504.66,2876.41,3642.19,3996.4
Montana,2,Germany,151.68,213.36,264.45,215.39
Montana,3,China,91.7,86.59,101.35,155.54
Montana,4,Mexico,99.55,99.48,115.31,107.1
Montana,5,Italy,30.56,94.27,19.06,42.51
Montana,6,France,12.84,10.15,17.49,35.68
Montana,7,Taiwan,22.75,8.4,17.81,21.41
Montana,8,Japan,10.94,13.35,9.81,19.82
Montana,9,United Kingdom,50.37,25.21,11.69,14.94
Montana,10,Vietnam,2.11,2.8,5.61,10.44
Montana,11,"Korea, South",12.36,5.08,17.24,9.48
Montana,12,India,21.65,2.28,4.98,6.1
Montana,13,Australia,2.67,6.53,4.73,5.89
Montana,14,Philippines,12.07,5.23,4.02,5.23
Montana,15,Indonesia,0.45,0.57,0.82,3.83
Montana,16,Switzerland,1.39,1.96,3.38,3.73
